sentiment,headline,url
-0.9495965838432312,How ... meltdown,https://edition.cnn.com/2017/01/01/opinions/mariah-carey-meltdown-opinion-robbins/index.html
0.987832486629486,Ex-Clinton ... storm',https://edition.cnn.com/2017/01/01/politics/karen-finney-hillary-clinton-state-of-the-union-cnntv/index.html
-0.995629906654358,William ... dies,https://edition.cnn.com/2017/01/01/entertainment/william-christopher-mash-obit/index.html
-0.9965854287147522,3 ... collision,https://edition.cnn.com/2016/12/31/us/texas-plane-collision/index.html
0.9873035550117492,21 ... ride,https://edition.cnn.com/2016/12/31/us/california-theme-park-ride-rescue/index.html
0.9824461340904236,Charlie ... overseas,https://edition.cnn.com/2017/01/01/politics/charlie-crist-tariff-donald-trump-cnntv/index.html
-0.9964134693145752,Istanbul ... solutions,https://edition.cnn.com/2017/01/01/opinions/istanbul-attack-turkey-polarized/index.html
0.9987967014312744,Trump ... farewell,https://edition.cnn.com/2016/12/31/politics/donald-trump-new-years-eve/index.html
0.9811288118362428,Van ... over',https://edition.cnn.com/2017/01/01/politics/van-jones-hillary-clinton-cnntv-state-of-the-union/index.html
0.9984278082847596,White ... day,https://edition.cnn.com/2017/01/01/politics/white-house-moving-day-cnntv/index.html
-0.9974284768104552,Vermont ... computer,https://edition.cnn.com/2016/12/30/us/grizzly-steppe-malware-burlington-electric/index.html
0.9967510104179382,Trump ... enemies',https://edition.cnn.com/2016/12/31/politics/donald-trump-happy-new-year/index.html
0.9987242817878724,"Blackburn, ... affordable",https://edition.cnn.com/2017/01/01/politics/marsha-blackburn-child-care-ivanka-trump-cnntv/index.html
0.9972843527793884,4 ... 2017,https://edition.cnn.com/2017/01/01/politics/ip-forecast-2017-stories-to-watch/index.html
-0.998703956604004,Liberal ... hearing,https://edition.cnn.com/2017/01/01/politics/jeff-sessions-confirmation-hearing-liberal-groups-delay/index.html
-0.998884916305542,The ... mistake,https://edition.cnn.com/2017/01/01/opinions/mormon-tabernacle-choir-mistake-reyes/index.html
0.9805720448493958,Trump's ... politics,https://edition.cnn.com/2017/01/01/politics/week-in-politics-trump-russia/index.html
-0.9982295632362366,'Stray' ... celebration,https://edition.cnn.com/2017/01/02/us/texas-representative-bullet-hits-head/index.html
0.9975065588951112,Britney ... beau,https://edition.cnn.com/2017/01/02/entertainment/britney-spears-dating-sam-asghari/index.html
-0.9984458088874816,Federal ... Obamacare,https://edition.cnn.com/2017/01/02/politics/obamacare-transgender-protection/index.html
-0.9994363188743592,Mariah ... sabotaged,https://edition.cnn.com/2017/01/02/entertainment/mariah-carey-new-years-eve-dick-clark-productions/index.html
0.9877283573150636,How ... Yiannopoulos,https://edition.cnn.com/2017/01/02/opinions/milo-yiannopoulos-and-trump-profitable-hate-ben-ghiat-opinion/index.html
-0.9630109071731568,Myanmar: ... Rohingya,https://edition.cnn.com/2017/01/02/world/myanmar-investigates-brutality-against-rohingya-muslims/index.html
-0.9960530400276184,25 ... Thailand,https://edition.cnn.com/2017/01/02/asia/thailand-highway-crash/index.html
-0.97402423620224,Alcohol ... says,https://edition.cnn.com/2017/01/02/health/alcohol-abuse-heart-disease-risk/index.html
-0.9994506239891052,Democrats ... process,https://edition.cnn.com/2017/01/02/politics/senate-confirmation-hearings-democrats-target/index.html
0.9961848258972168,Three ... thing,https://edition.cnn.com/2017/01/02/health/twins-born-different-year-new-years-trnd/index.html
0.9938672184944152,What's ... January,https://edition.cnn.com/2016/12/30/entertainment/netflix-amazon-hulu-streaming-january/index.html
0.9986794590950012,Obama ... Twitter,https://edition.cnn.com/2017/01/01/politics/obama-tweets-legacy/index.html
0.886147677898407,Pelosi's ... look',https://edition.cnn.com/2017/01/02/politics/house-democrats-obamacare-repeal/index.html
-0.9956032633781432,Husband ... home,https://edition.cnn.com/2017/01/02/health/burglary-phone-app-trnd/index.html
-0.9980103969573976,'The ... certificate,https://edition.cnn.com/2016/12/30/health/intersex-birth-certificate/index.html
0.9965965747833252,Hill ... 2017,https://edition.cnn.com/2017/01/02/politics/donald-trump-republicans-congress-2017/index.html
0.9988370537757874,Billie ... grandmother,https://edition.cnn.com/2017/01/02/entertainment/billie-lourd-instagram-tribute-carrie-fisher-debbie-reynolds/index.html
-0.9954407811164856,South ... Denmark,https://edition.cnn.com/2017/01/02/asia/south-korea-scandal-daughter-arrest/index.html
0.9979578852653505,Why ... priority,https://edition.cnn.com/2017/01/02/opinions/trump-north-korea-priority-opinion/index.html
-0.987870752811432,"Bleak, ... finds",https://edition.cnn.com/2016/12/30/middleeast/arab-youth-un-report/index.html
0.9929682612419128,How ... courts,https://edition.cnn.com/2017/01/02/politics/trump-federal-court-vacancies/index.html
0.9953217506408693,Earthquake ... town,https://edition.cnn.com/2017/01/01/us/brawley-california-earthquake-swarm/index.html
-0.9874657392501832,762 ... city.,https://edition.cnn.com/2017/01/02/us/chicago-murder-rate-2016-visual-guide/index.html
-0.9961121678352356,Police: ... Baghdad,https://edition.cnn.com/2016/12/31/middleeast/baghdad-suicide-bomb/index.html
-0.999449610710144,Biographer ... course,https://edition.cnn.com/2017/01/01/politics/donald-trump-biographer-golf-course/index.html
-0.997538149356842,Ship's ... 23,https://edition.cnn.com/2017/01/01/asia/indonesia-ferry-fire/index.html
-0.9758448600769044,Transgender ... trafficking,https://edition.cnn.com/2017/01/02/americas/transgender-san-jose-costa-rica/index.html
0.9959468245506288,Huston ... odyssey,https://edition.cnn.com/2017/01/02/us/huston-smith-daughter/index.html
0.9952284693717957,5 ... Elizabeth,https://edition.cnn.com/2017/01/02/us/five-things-monday-tnd/index.html
-0.9993465542793274,Hollywood ... 'Hollyweed',https://edition.cnn.com/2017/01/01/us/hollywood-hollyweed-sign/index.html
-0.9928942322731018,Kim ... ICBM,https://edition.cnn.com/2017/01/01/asia/north-korea-kim-jong-un-speech/index.html
0.9987783432006836,Carrie ... Lights',https://edition.cnn.com/2017/01/02/entertainment/bright-lights-review/index.html
0.9510063529014589,New ... accountable,https://edition.cnn.com/2016/12/30/opinions/war-crimes-against-children-brown/index.html
0.9978123307228088,Obama ... Chicago,https://edition.cnn.com/2017/01/02/politics/barack-obama-farewell-address-chicago/index.html
-0.9745204448699952,500 ... city.,https://edition.cnn.com/2016/09/06/us/chicago-homicides-visual-guide/index.html
-0.9992715120315552,Trump ... hacks,https://edition.cnn.com/2017/01/02/politics/trump-spokesman-sean-spicer-russia-hacking-report-cnntv/index.html
-0.9987853169441224,2 ... game,https://edition.cnn.com/2017/01/01/us/dapl-protester-minnesota-vikings-chicago-bears-us-bank-stadium/index.html
0.9987766146659852,"Planets, ... sky",https://edition.cnn.com/2017/01/02/weather/venus-moon-mars-new-years-trnd/index.html
0.9925658702850342,Trump: ... homicides,https://edition.cnn.com/2017/01/02/politics/donald-trump-chicago-crime-tweet-rahm-emanuel/index.html
-0.9056769609451294,How ... himself,https://edition.cnn.com/2017/01/02/opinions/dylann-roof-sentencing-pate-opinion/index.html
